hash,from,to,value_eth,timestamp
0x8b439eb289683f0fd71e164afb5da17e3df167924922ae8b377556d3073d123b,0x1c56b1534dab55144ae781215fe979123291a999,0x742d35cc6634c0532925a3b844bc454e4438f44e,6e-06,1750376783
0x24318bc4d3c0a5feef321642b1d0ff1c6523079ca70ac80f369d94ba3bf71dc7,0x598c19f78e90f31a7fe73c950a91e6edef6b614a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.02776,1750035815
0x88a711ae2eddd86f05ec5b8ec6aee221aa02a936246a0352dff9dc17d6a01e60,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1749761795
0x211a77904a5874965ed910790cf6f1b76ed92247f93c2e2759d7f6c446804c01,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1749622787
0x96776ef9e8f783a8b9da1f212a78276fe71bdbf6b1be8ffe6d6b07c856bc711c,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1749569651
0x869c7d86b5ec4ae13e68ae3f1c9953a08a87ae2b26095d30ae37c490cd36f95f,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1749459971
0xd70cb0406cdcad22b51c04f78ec20a5ddbe1eafd80807b4caa68b10f8503fc94,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0.0,1749459875
0xb9285c8152c4ff0973640dda848f42aa2ceed6e5ca13acc2382baf33ad5e0b6b,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,3864.97522,1749417011
0x36834716fea06f8ee11960984f2e0e1474f587d0d654dad3414289c4630c30c3,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1749416939
0x4297caaaa2351d01bf3483a2c8bcc5be95f3fcbc781af7933f182cc6f243bdc0,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x68749665ff8d2d112fa859aa293f07a622782f38,0.0,1749323819
0xf63bc40fba7d851de272d45bbfe7d1e5883679f70467ee165d65125dda1bbdfb,0x8aaa54445169019b65e32e514820f774e9855d05,0x742d35cc6634c0532925a3b844bc454e4438f44e,5.5e-07,1749285623
0x307aee528a3d7d87afb829bcef1e18fde3446e6365451f60bb11b681a1b277fa,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,334.8901,1749222611
0x8b0731dde06c10fe105f4ab7ee35aa12264008c74c89ca7bb204290055e17bd5,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1749222443
0xdfbfa8e2611b393f1d4af5bf4e417bcf4f88afd786150f70ad8f1ef257656534,0x65cc1bee49f60d4bd83ec8a727e9d0d00026464d,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.002205180949579,1749200423
0x8c89b4b1f149799974789f8f650565f3ce1304879633734d166600389a715a8a,0x1c56b1534dab55144ae781215fe979123291a999,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1749136643
0xa135393d49702706875d8b0a959d110e258f1a4b6375bb1af5df91d0bc523f11,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,31546.66162,1749108011
0xc423ba72639b4aee91819dc7cef53c41554a9d0707532cec3acd34b6c3fd85db,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1749073259
0xe345a70087164d5189645b9eb6dabf46cf9a4a7f2d6c35f7162dda6eae6c877a,0x1c56b1534dab55144ae781215fe979123291a999,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1749062843
0x639e303916d615019244e9ef6ae81ce0a9e6617bb416baefa0167c8d3d0680bf,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1749025247
0xc627abd2e0ab6d878147bb5423b5c1fc637102cc3904d3d04147259bdf87a025,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x6c96de32cea08842dcc4058c14d3aaad7fa41dee,2.5556684170352e-05,1749024035
0x55c9acb1881a210869cdebdf3b5690c21cebf4742c874caa401e4ce2d24d40f6,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1749018827
0x976c6137f83dff61f288268c1aad36a3cfd6663e14aee9d4b23135ba658c70b7,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,1975.48614,1748933411
0xbec62c5d75a07c707811386c7f4f718b3f37ece6f2e0f2377605f8ff331c1577,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1748933267
0xc6b11614e8abbc623d3f501cd39c725f7679294f3e06521de52d26a321af4e9f,0xcc5d12aeb7ae80ba540df11306ade8c5ad358891,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0067,1748926871
0x7c30207c0f973142a8c31529895737adf9047f862d844cacb8333c7b526babbc,0x7db08be4a79a124401482cc513fa767342941383,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748878835
0xfeed095ce18dd4d4c1b6f8dd4e258ddd814f5d6eefd9305422c644fe422a804a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1748769359
0xcace0663f1946528b2d5b668c5d12232b568f97062179d310b8464b97ded373c,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,527.42499,1748619011
0x864143dab29ecfbf8b35765087d1cd22df9d89b8a1f9625e2d3599dd4960ad1e,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1748618903
0x32d1a55ac6ab7456e8b24f99db53e620b0b3f852b14ad1ab8e2d98f98240d6dc,0x1c56b1534dab55144ae781215fe979123291a999,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1748573555
0x8b300aee8d2b4016205a68c99e7c6a7662b4f45afdd82ab2839670456a2c0800,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1748557031
0x20dbb0d19839c2d9dfa7659498f930be5287018edc25525af4732d739315ee18,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,2489.66578,1748467511
0x35bd522ec2f981e0349d0b6e3ed1e22cd9966cbbfbb2c61785e07200961daac8,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1748467451
0x3dea3c8cec943a9edac6dd3b658d59014114529e1d95cf33816866eb06b9d66b,0xcf4c3e54c3f9d3478863647f326dc4a41f1d4937,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.022645269403221667,1748457791
0xdaeae96306fd48f5f21f72158e150675430dc0bba410b20fb18b25f64666d845,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,28364.9299,1748450411
0x66a9fd19da309951bcc201398e99fcbc8343b096c8ef78c990d8578b7fedbb94,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1748450279
0x7cc9fe7ad39d82784f3716d8e132eb48954b6de974f5128ae6d26f680d534176,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,37230.96312,1748397011
0x3fa521711e3b01c6100c3f9877590038cea413869d83f24304a4b876cb737cc8,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1748396999
0x6c4aee87d1feeea7ae935dc57cd87c47241873cfdc797af4877b8824271cebb5,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,28603.88685,1748382311
0x43e781473c457fa263dc9a1a7ddd005af106d29ab2eed7c1c252145101f0db80,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1748382023
0xe9433ad981115e26a50fdeed7111af940760cc2eaf9ebf1d7cab4ca2a97134e7,0xddfa3201897b9636d5d7a14f0d2fdf549a098d3e,0x742d35cc6634c0532925a3b844bc454e4438f44e,8e-05,1748355059
0xe142fe47298e8f99bb1a28aacbbbb6eee11614d8b65deaf2a34b924dc13ab19f,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,24313.71094,1748348111
0xadd5ebbbfabd99b3b267a5354be719428517ef48310cb9b7632969c805b99dd2,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,8833.47212,1748246111
0xd228de4d61334fa9847d5864a1bd1540dbb5a48f6ebcefeea223cff541f00cb7,0x170a241f072877f0cab4ef7665f2ae849d1b8704,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748220971
0x35a8998d527e37c839357d55b4938681e67ebcb8c19328b666e9dc4ff41d5171,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,0.0,1748173943
0x526687827a26657a9c93e283d26e0eaa6008ff1a1eb84cd8b72c46a0dd9977d6,0xc8d9c69dc9e76c50f4d0041c340f852351bed23e,0x742d35cc6634c0532925a3b844bc454e4438f44e,2e-07,1748173271
0x14fce8f8ef6efaed6ec0762697e34aae841b4f96cf0cba694d7502eab0c04944,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,18352.90523,1748102411
0x4a987a9c73c2686bfaa4814d3afea6118acc765eefe52ca3b0388009cb1f4b31,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,30000.0,1748102171
0x930ea6659aad92a9128e3c2fd11fcca8563f9e2f3bb260b00085d78495b6ba31,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748039075
0x28bc0b822d4c30533a813896ebad2df83b47bef58c8cc6f5dfa156173308d1da,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748038643
0xe44eb8257467756a622e331129c5dc52a538b4ab95320a4a261c5e9c6b56fef4,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748038535
0x2c2782fdf9512471e92fc6ade965c556d01ed390e99ff7c2efc1fa72dcfa4027,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748036555
0x11a16be23d65cd1eba12111c424816eac169bff650b04362619d692e3c67549c,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748035523
0x77f871ecabb89f0a155f8aa9c7f6e69a5f3cd75a0e7bfe8e28bd83a0a2535124,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748034575
0xaea1833684fe1d963d5259c2aa264c7100b45f36c82dfcb25d4148a8ba2cd420,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748034131
0x4f24e79b18cd45eac724417228a8257a202b8f482ac6c36e8214ab597900b3a0,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748034035
0x2c7faadcc91fff1f087f47dc95b42c24b757863981f8853564fb3c950e272199,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748032187
0x78de7ef13344a296740a7d78740097ecb971367401061f8521d4457974dff2ed,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748031035
0x8e5e2b596213d94f2ecf2daf54096997a0de436719753b6e0e265e4f6ae95cf5,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748030063
0xb1b758ce4459d5e41fa3e8276e6915bda1ebefd1d16ed3b0101a4b1a0348c8b8,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748029643
0x3beca787201343ec8b2d659b43312760aaa3458d2228d2491a4dce51fbe6f1e7,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748029535
0xc477bfaf57b32c27a75d822574dcff0ad847710ae8abb81cb5bddbe2626138dd,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748027555
0x2df5042091fa6c258261e5e6b09e86cb60527b4c631ce9aacfec53f3480f9407,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748026547
0x72fd0bd86b3963bb0aa510d195bc22a25cb26dfed75310cc6db1522067db6c91,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748025563
0x457ca7259cd763152448486e311778a5ef46cd3a50b3a01c347674c0b1fb1199,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748025155
0x7d5ba45192195773521fce1c2552577c95f48ae96ec51b2c5c61f2cd0789ecb9,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748025035
0x205c8c633718b14bcdf4575a70fa3d2d3fa2f2b125e3bc981481fe48accadaf4,0x290ca4da2c963dea5ae736469a5b8a53d64d4e6a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1748023043
0xff6f8c750b5d428b6b04e6a1afa6d8bc5760b28df6281b9c13d04d9ee3c39681,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,39533.04078,1747999511
0x256ee131383c29f2d71cd84a03d606c8120274fb2590366371a0af63c6a6b34b,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1747999415
0x19dc7be0eea54e2ce582f50a9874d2119516e5f12faf890fd43ee5287b4b5f57,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0.0,1747961099
0x1bfd2326922d59a116a991f60d2889555a2866a96f11a9afb1c36e1862993dc4,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x6368e1e18c4c419ddfc608a0bed1ccb87b9250fc,0.0,1747959827
0x59a13c9b80b94e017696e47116289dc36c424b4296d1ab7430bb7b40aa3b83f0,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xc944e90c64b2c07662a292be6244bdf05cda44a7,0.0,1747959791
0x87a5fb1824a6daf084859b92fc0a39388ea22a7ce473b141490d3e731082e98a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1747959203
0xeb4a411d1204e184203960841772711fdbd3a01d3d5be29afbc5dae4ce93c972,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,29387.42735,1747944911
0xa3cfbff6edda8a92ea228f0506481383b5893f75e3bf7a7570b67c8304c156cf,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1747944647
0x8e032c96bbba2e20377a286f0546ef2aea273a307eecc2615ba6ceb7d23a3717,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,122.6794,1747845311
0xe9d3da2591e2b55ace42636afebde66e475b5241f2c2bc2741d75ccc10b83537,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,1201.05029,1747844711
0x74a2393d1fcf41407a76f5a3e98df60731f287cda81861059422d9c1efcdfeca,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,471.51002,1747840511
0xd261178e3a6d2e77c94a4593978ace5a328424eb879593c39fa96b83ca7ce016,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,32801.01801,1747839311
0x7df1ef3606b19b590b6fba4f0f028f6f5ef09d8222648677beb7e2714e05155f,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,30164.22902,1747713611
0xf5150c8d0987b8a625cadc61c6dc784b20239d41dc78e51bb5fe3c035e9e112a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1747713419
0xee493ffd3e4c04064e16e577118c39a51379422bd9456a394220d412a110e391,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,30169.07276,1747401911
0x1c3c37df67aaf332a94aee117f554f5c9d03d3d4a46fe04ea932954b731a570a,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1747401611
0x6633fbc92054c5bde1ccc265c237a5dedcb6307a402b5578d4704e780d3ad863,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,484.33295,1747239911
0xc8a80c7c408f30bcb209934875f6428bb39b77f8a8b470eeea8ee4bc864d8e0e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,11436.65276,1747225223
0x861ff7c6ab54c93425dffc162286aaef5d5b62c6e48f55fce62f7a6f2b2016b0,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,28492.87812,1747205711
0xd938c59531ee48e2e2a497c43037c007c5869d46fe66d1a773bfd78d0d143b16,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1747205567
0x403fcc44b23cee70ccb89a37704d3386069b8852b96d93ea3b1db26e990d894c,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x6982508145454ce325ddbe47a25d4ec3d2311933,0.0,1747118027
0x0314b405b2babffa41847c6766db62bcbd85ff3827a347d77997abc4eaf5f51a,0xa6b262c16c303c66da62612a34c70ccb9f04700e,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1747079495
0x349f5ad85e137a80a9bbb9b64833679fb97f4902f61dc5769a3435a65dd18107,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,28699.15348,1747032011
0xbe100a8ec9d3d40ec06f94b7aaa5685ae070b641829348c5a991307fb1c44dd7,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,50000.0,1747031891
0xebf07407fd4bd6329f4fdcafdb0a72db6282c324303e778d8fc665441a7ced9a,0x30cb259e615393c1af610573bd08611c0cdf48ae,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0001,1746972299
0xdf54657cb56c2104d31599de0e12117f8f5339c86acde0b88b8d80166862475a,0x30cb259e615393c1af610573bd08611c0cdf48ae,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0001,1746963887
0x1a09e64621786b4023a0ee21162e8547efa9fd77b42c4d28ab8ec25b6007ffcf,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,55270.5266,1746958811
0x6961635fb2f0bf75600b830a5350130d93ec0845c546b30b9efba967bae25b5f,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,60000.0,1746958523
0x1bac81488f19fc3e3e1d4f420f604d4643c8e420cf06fe604471649f56e86d15,0xc8d9c69dc9e76c50f4d0041c340f852351bed23e,0x742d35cc6634c0532925a3b844bc454e4438f44e,0.0,1746956831
0x1eaf6f4a3da689b46aec7f23a6a0177627e51e79e6959d7f86e457f34c8652c8,0x2377b60638eff2450f4bc17ae25223e8fd08a923,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1746923891
0xaf913e85f147763505840fa555e0c6e46278171df994d95789f7f14972d6aa64,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,201.57517,1746899711
0xce790d59c72eb7b6dfd5ef894808903198cd3f7f3f728818574d7b3a38845eb5,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e,35601.40659,1746896411
0x7c147f57dfa97c2893cb81dcba4edd4f8d1a14415f5fdd434a1cddf407394a05,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,40000.0,1746896231
0x5a7073166c29f4e65881f8e9f37dc5a6c6c5ac08a9d972d2b70abe11850e49d2,0x2377b60638eff2450f4bc17ae25223e8fd08a923,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1746838511
0x14c7973b18e3309e0dbd186889372408f656d439e87b26299c315ac3649fe158,0x2377b60638eff2450f4bc17ae25223e8fd08a923,0x742d35cc6634c0532925a3b844bc454e4438f44e,5e-06,1746810947
